yaw,pitch,distance,label,distance_tier,glasses,headwear,subject,collector,session,captured_at
-0.4609494013435263,0.34703363745528315,0.1535772681236267,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:17:33.525369+00:00
-0.5118580700407819,0.24100826811711973,0.14221948385238647,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:17:33.681723+00:00
-0.24963505371281486,0.3490766184686089,0.16474342346191406,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:17:35.082979+00:00
-0.28986783089944146,0.19916493902018007,0.1634068489074707,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:17:35.289724+00:00
-0.2521566265613509,0.21483602875588573,0.1771249771118164,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:17:36.124000+00:00
-0.4004689218589331,0.2089506967945461,0.1592664122581482,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:17:36.340014+00:00
-0.4538946983569716,0.27575011023578927,0.13683784008026123,1,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:17:38.067131+00:00
-0.41133724707620517,0.10356991388496385,0.1583607792854309,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:17:47.970547+00:00
-0.30685294850231454,0.41192541337628885,0.14819908142089844,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:17:49.249773+00:00
-0.41571340002705776,0.12229946939565628,0.15220409631729126,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:17:49.410263+00:00
-0.2629655194249458,0.30822762964703554,0.16655802726745605,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:18:27.414171+00:00
-0.37233713387572426,0.3373152751660108,0.15125739574432373,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:18:28.178222+00:00
-0.412216558252032,0.3173526351849081,0.1425844430923462,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:18:28.840301+00:00
-0.567265817712726,0.39591722659406337,0.13166913390159607,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:18:30.477185+00:00
-0.5026603361400216,0.40366633009866065,0.12926673889160156,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:19:37.538211+00:00
-0.520217266686727,0.3351846562979646,0.13692575693130493,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:19:38.675758+00:00
-0.5053511278388501,0.33483852558127336,0.12053775787353516,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:19:38.832087+00:00
-0.35894884537892746,0.37189209533817064,0.15976640582084656,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:19:39.856776+00:00
0.1763396018533411,0.26717894245503715,0.1542813777923584,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:19:40.017603+00:00
-0.4584827509163994,0.32375353941725843,0.13335153460502625,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:19:41.437278+00:00
0.011938492967986492,0.1421155991319216,0.11486226320266724,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:19:41.555261+00:00
-0.5481569244592442,0.31685607114192693,0.13097435235977173,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:19:42.597970+00:00
0.18692003335475546,0.14621589860460077,0.14192679524421692,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:19:42.757141+00:00
-0.42292142334002836,0.35756206172329486,0.1369815468788147,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:19:43.855200+00:00
0.20031496456416822,0.44449778967255593,0.14167428016662598,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:19:43.991737+00:00
-1.408376415472381,0.33561245815308505,0.07921254634857178,0,far 1.5-3.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:19:46.224201+00:00
0.10193644039495309,0.22299261640333715,0.14901742339134216,1,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:19:47.118064+00:00
0.033003124748449214,0.2134558475201184,0.14118948578834534,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:19:50.491209+00:00
-0.4836318517584562,0.28107729401000325,0.1416584849357605,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:19:51.780624+00:00
-0.201128906777947,0.21026990821793756,0.1327105164527893,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:19:52.241537+00:00
-0.4233164488568011,0.35852124590645096,0.13928917050361633,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:19:53.399893+00:00
0.1561656828128964,0.24603200100331374,0.14588499069213867,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:19:53.633848+00:00
-0.4365233240863571,0.34049110071053185,0.14083820581436157,0,mid 0.5-1.5m,unknown,unknown,unknown,Hector,live_20260727-211017,2026-07-27T19:19:54.782150+00:00
